start	target	type
Computer Animation/Visual Effects 2006	Jun Awazu	awarded
Computer Animation / Visual Effects 2000	Denis Bivour	awarded
Computer Animation / Visual Effects 2000	François Vogel	awarded
Interactive Art 2009	Andreas Muxel	awarded
Golan Levin	Hybrid Art 2007	jurymember in
Peter Kogler	Computer Animation / Visual Effects 1998	jurymember in
Computer Animation / Visual Effects 1999	Stephen Simon	awarded
Interactive Art 2002	Atau Tanaka	awarded
[the next idea] Art and Technology Grant 2009	Pete Candeland	awarded
Net Vision / Net Excellence 2003	Wiggle	awarded
Michael Tolson	Computer Graphics 1994	jurymember in
Thomas Kessler	Computer Music 1990	jurymember in
Net Vision 2006	Gavin Bailey	awarded
Digital Musics 2007	Masahiro Miwa	awarded
Net Vision 2004	MoveOn	awarded
Joachim Sauter	Interactive Art 2001	jurymember in
Interactive Art 2005	Shelley Eshkar	awarded
World Wide Web 1995	Pattie Maes	awarded
Digital Musics 1999	MOUSE ON MARS	awarded
Interactive Art 2000	Naoko Tosa	awarded
Alex Graham	Computer Graphics 1988	jurymember in
Interactive Art 2005	Theo Jansen	awarded
Interactive Art 1995	Kirk A. Woolford	awarded
Digital Communities 2004	dol2day	awarded
Hybrid Art 2007	Wim Delvoye	awarded
Alex Graham	Computer Animation 1988	jurymember in
Interactive Art 2005	RIXC - Riga Center for New Media Culture	awarded
.net 1999	Fumio Matsumoto	awarded
Computer Animation 1994	Sabine Mai	awarded
.net 1997	Ryoichiro Debuchi	awarded
Digital Musics 2004	Tom Hamilton	awarded
Digital Musics 2004	Daisuke Ishida	awarded
.net 1999	Ramana Rao	awarded
Interactive Art 1999	Joachim Blank	awarded
cybergeneration-u19 freestyle computing 1999	Gregor Koschicek	awarded
cybergeneration-u19 freestyle computing 2003	Katharina Krummel	awarded
Computer Music 1994	Jean-François Cavro	awarded
Computer Animation 1997	François Vogel	awarded
Computer Animation 1991	Bob Sabiston	awarded
Computer Animation/Visual Effects 2006	Andrew Jimenez	awarded
Interactive Art 2008	Yan Kit Keith Lam	awarded
Digital Communities 2005	uSwitch	awarded
Interactive Art 1996	Ronen Mintz	awarded
u19 – freestyle computing 2009	Aaron Duffy	awarded
Interactive Art 2000	Alex Weyers	awarded
Digital Musics 2001	bLectum from bLechdom	awarded
Thomas Kessler	Computer Music 1988	jurymember in
Interactive Art 1994	Richard Kriesche	awarded
Digital Musics 2001	Markus Popp	awarded
Computer Music 1992	Alejandro Viñao	awarded
cybergeneration-u19 freestyle computing 2000	Lisa Ratzenböck	awarded
Helga de la Motte-Haber	Media.Art.Research Award 2009	jurymember in
cybergeneration-u19 freestyle computing 2001	Thomas Lettner	awarded
Interactive Art 2005	Amit Pitaru	awarded
Grita Insam	Computer Graphics 1990	jurymember in
Interactive Art 2004	Joan La Barbara	awarded
Digital Musics 2004	Sine Wave Orchestra	awarded
Interactive Art 1999	Stefan Schemat	awarded
Interactive Art 1994	Max Almy	awarded
Media.Art.Research Award 2007	Florian Cramer	awarded
Interactive Art 1999	Isabella Bordoni	awarded
Computer Animation 1987	Yoichiro Kawaguchi	awarded
Computer Animation 1994	Bériou	awarded
Zeena Parkins	Digital Musics 2000	jurymember in
u19 - freestyle computing 2007	Chen Wang	awarded
u19 - freestyle computing 2007	Patrick Schubert	awarded
Computer Animation / Visual Effects 2004	Andrew Stanton	awarded
Digital Communities 2004	The World Starts with Me	awarded
Computer Music 1992	Lászlo Dubrovay	awarded
Computer Animation 1991	Boris S. Dolgovesor	awarded
Interactive Art 2003	Maywa Denki	awarded
Rolf Herken	Computer Graphics 1994	jurymember in
Interactive Art 1994	Rüdiger Kramm	awarded
Computer Graphics 1988	Peter Kogler	awarded
Computer Music 1988	Mathias Fischer-Dieskau	awarded
Hybrid Art 2009	Philip Gamblen	awarded
Regine Debatty	Digital Communities 2009	jurymember in
cybergeneration-u19 freestyle computing 2003	David Hackl	awarded
Computer Graphics 1992	Yoshiyuki Abe	awarded
Brian Blau	.net 2000	jurymember in
Interactive Art 2004	Naziha Mestaoui	awarded
Computer Graphics 1991	Cornelia Halle	awarded
Computer Music 1993	Jonty Harrison	awarded
Horst Hörtner	[the next idea] Art- and Technology Grant 2005	jurymember in
Computer Graphics 1990	Daniel Pirovsky	awarded
Marko Ahtisaari	Net Vision 2006	jurymember in
Computer Animation/VFX/Film 2008	Brandon Ballengée	awarded
Net Vision 2006	Hasan M. Elahi	awarded
Interactive Art 2001	Paul DeMarinis	awarded
Computer Graphics 1989	Soli Pierce	awarded
Zhang Ga	Interactive Art 2009	jurymember in
Net Vision 2006	Beat Suter	awarded
Net Vision / Net Excellence 2002	RSG (Radical Software Group)	awarded
Tomoe Moriyama	Interactive Art 2004	jurymember in
Digital Musics 2003	Toshiya Tsunoda	awarded
Interactive Art 1998	Rafael Lozano-Hemmer	awarded
Digital Musics 2007	Keiichiro Shibuya	awarded
Interactive Art 1998	David Small	awarded
u19 - freestyle computing 2007	Richard Mayr	awarded
u19 - freestyle computing 2008	Florian Reichelt	awarded
Rick Sayre	Computer Animation / Visual Effects 2001	jurymember in
Computer Animation / Visual Effects 2003	Christoph Ammann	awarded
Silvana Lemos de Almeida	Statment of the Digital Communities 2008	jurymember in
cybergeneration-u19 freestyle computing 2002	Karola Hummer	awarded
Digital Musics 2003	Utah Kawasaki	awarded
u19-freestyle computing 2004	Manuel Eder	awarded
Melinda Rackham	Hybrid Art 2009	jurymember in
Digital Musics 2004	Chlorgeschlecht	awarded
Computer Animation / VFX / Film 2007	Hironobu Sakaguchi	awarded
Ken Perlin	Computer Animation / VFX / Film 2007	jurymember in
Digital Communities 2007	Hermano Vianna	awarded
Horst Hörtner	[the next idea] Art and Technology Grant 2006	jurymember in
Maurice Benayoun	Computer Animation / Visual Effects 1999	jurymember in
Digital Musics 2003	Florian Hecker	awarded
Interactive Art 2008	Ross Phillips	awarded
cybergeneration-u19 freestyle computing 1998	Paul Pak	awarded
Peter Rehberg	Digital Musics 2000	jurymember in
Digital Musics 2009	Michal Socha	awarded
Digital Communities 2007	Martin Wattenberg	awarded
Computer Animation / Visual Effects 1999	Chris Landreth	awarded
Peter Kuthan	Digital Communities 2006	jurymember in
Interactive Art 2003	Henry Newton-Dunn	awarded
Interactive Art 2003	Max Moswitzer	awarded
Computer Animation 1991	Jean-Luc Faubert	awarded
Computer Animation / Visual Effects 2003	Luc Froehlicher	awarded
Computer Animation 1995	Scott Squires	awarded
David Toop	Digital Musics 2004	jurymember in
Interactive Art 1999	Lynn Hershman	awarded
Gustav Pomberger	[the next idea] Art- and Technology Grant 2005	jurymember in
Roger Frank Malina	Interactive Art 1993	jurymember in
Dieter Daniels	Media.Art.Research Award 2007	jurymember in
u19 – freestyle computing 2009	Stefan Pozar	awarded
Computer Animation / Visual Effects 2001	Tony Hurd	awarded
Hybrid Art 2007	Miguel Carvalhais	awarded
Digital Communities 2006	Antoni Abad	awarded
Bob Sabiston	Computer Animation / Visual Effects 2003	jurymember in
Gustav Pomberger	[the next idea] Art and Technology Grant 2009	jurymember in
Digital Musics 1999	Paul DeMarinis	awarded
Interactive Art 2000	Golan Levin	awarded
Paul Debevec	Computer Animation/VFX/Film 2008	jurymember in
u19-freestyle computing 2004	Patrick Derieg-Hütmannsberger	awarded
Computer Animation 1987	John Lasseter	awarded
Christa Sommerer	[the next idea] Art- and Technology Grant 2005	jurymember in
Christa Sommerer	[the next idea] Art- and Technology Grant 2004	jurymember in
cybergeneration-u19 freestyle computing 2000	Lisa Hofstadler	awarded
Media.Art.Research Award 2008	Anna Munster	awarded
Net Vision / Net Excellence 2003	Antoni Abad	awarded
Computer Animation / Visual Effects 2001	Lionel Catry	awarded
Computer Animation / Visual Effects 1999	Toshifumi Kawahara	awarded
cybergeneration-u19 freestyle computing 1999	Patrick Toifl	awarded
Digital Musics 2005	Gilles Gobeil	awarded
Peter Kogler	Computer Graphics 1989	jurymember in
Interactive Art 2006	Markus Lerner	awarded
Howard Rheingold	Digital Communities 2004	jurymember in
Interactive Art 2004	Julien Maire	awarded
Computer Animation / Visual Effects 1998	Nobuta Ochiao	awarded
cybergeneration-u19 freestyle computing 2002	BG XIX	awarded
Digital Musics 2008	Jimanica	awarded
Computer Animation 1988	Rainer Ganahl	awarded
Computer Music 1997	Stephen Montague	awarded
cybergeneration-u19 freestyle computing 1999	Takuya Nimmerrichter	awarded
Interactive Art 1994	Christa Sommerer	awarded
Net Vision 2004	Peter Cho	awarded
Net Vision / Net Excellence 2002	Nik Thoenen	awarded
Digital Musics 2006	Kaffee Matthews	awarded
Michael Tolson	Computer Animation 1994	jurymember in
Brian Blau	Interactive Art 1999	jurymember in
.net 1999	inxight.com	awarded
Interactive Art 1998	Joseph Michael	awarded
u19 - freestyle computing 2007	Stefan Moser	awarded
Alessandro Ludovico	Digital Communities 2009	jurymember in
Computer Animation/VFX/Film 2008	Yann Marussich	awarded
Computeranimation / Visual Effects 2002	David Silverman	awarded
Interactive Art 2001	association.creation	awarded
Naut Humon	Computer Music 1998	jurymember in
Klaus Hollinetz	u19 – freestyle computing 2009	jurymember in
.net 2000	agent.NASDAQ	awarded
Computer Animation / Visual Effects 1999		awarded
Computer Animation / Visual Effects 1999	Patrice Mugnier	awarded
Hybrid Art 2007	Raqs Media Collective	awarded
Tujiko Noriko	Digital Musics 2004	jurymember in
Computer Animation 1988	Jerzy Kular	awarded
Computer Animation/Visual Effects 2006	Filmakademie Baden-Württemberg	awarded
cybergeneration-u19 freestyle computing 2003	Matthäus König	awarded
Florian Rötzer	Interactive Art 1994	jurymember in
Computer Animation/Visual Effects 2005	Jérôme Blanquet	awarded
Roger Frank Malina	Interactive Art 1995	jurymember in
Computer Music 1997	Maryanne Amacher	awarded
Media.Art.Research Award 2008	Mark B. N. Hansen	awarded
Interactive Art 1997	Toshio Iwai	awarded
Digital Musics 2000	Chris Watson	awarded
Christian Volckman	Computer Animation / Visual Effects 2001	jurymember in
Digital Musics 2002		awarded
Christophe Héry	Computer Animation / Visual Effects 2001	jurymember in
Computer Animation 1997	Stephen Weston	awarded
Interactive Art 1999	Frank Fietzek	awarded
Interactive Art 1999	Roberto Paci Dalò	awarded
Computer Music 1998	Joseph Hyde	awarded
Computer Music 1997	Mario Verandi	awarded
Robert Gehorsam	.net 1998	jurymember in
Computer Graphics 1988	Stefan Holtel	awarded
cybergeneration-u19 freestyle computing 2001	Daniel Spreitzer	awarded
Computer Animation / Visual Effects 1999	Jérome Maillot	awarded
Digital Communities 2004	Open-Clothes	awarded
Ludger Brümmer	Computer Music 1995	jurymember in
Digital Musics 2007	James Kirby	awarded
Computer Animation/VFX/Film 2008		awarded
Computer Animation / Visual Effects 1998	Steve Williams	awarded
Interactive Art 1992	Rebecca Fuson	awarded
Computer Music 1994	Åke Parmerud	awarded
Computer Animation/Visual Effects 2006	Mark Andrews	awarded
Robert Glashüttner	u19 - freestyle computing 2008	jurymember in
Denise Carter	Digital Communities 2004	jurymember in
Net Vision 2006	The Virtual Marathon Team	awarded
cybergeneration-u19 freestyle computing 2003	Thomas Hainscho	awarded
Net Vision / Net Excellence 2001	Michael Burckhardt	awarded
Harvie Branscomb	Interactive Art 1996	jurymember in
Computer Graphics 1990	Charles A. Csuri	awarded
Computer Animation 1992	Fantôme	awarded
Dietmar Offenhuber	Computer Animation/Visual Effects 2006	jurymember in
Toni Verita	Computer Graphics 1987	jurymember in
Computer Animation / Visual Effects 1999	Stephen Sorrell	awarded
.net 1999	Help B92 Coalition	awarded
u19 – freestyle computing 2009	Magdalena Wurm	awarded
Computer Animation/Visual Effects 2006	Guillaume Marques	awarded
Wilhelm Burger	[the next idea] Art- and Technology Grant 2005	jurymember in
Computer Animation / Visual Effects 2001		awarded
Interactive Art 1990	Peter DAgostino	awarded
Computer Graphics 1988	Jeff Brice	awarded
Digital Musics 2009	Kenichiro Saigo	awarded
Interactive Art 2004	Electronic Shadow	awarded
Computer Animation 1994	Cassidy Curtis	awarded
Digital Communities 2004	Tonga.Online	awarded
Andrea Sodomka	Computer Music 1997	jurymember in
Computer Graphics 1991	Robert Martin	awarded
Computer Graphics 1992	Valie Export	awarded
Pete Barr-Watson	Net Vision / Net Excellence 2002	jurymember in
Computer Animation 1991	Mike McKenna	awarded
Hybrid Art 2009	Wright	awarded
Alain Mongeau	Digital Musics 2003	jurymember in
Interactive Art 1999	K-Team	awarded
Interactive Art 2000	Istvan Kantor	awarded
Computer Animation / Visual Effects 1999	Emre Yilmaz	awarded
Computer Animation / Visual Effects 1998	Mark Stetson	awarded
Hybrid Art 2007	Lia	awarded
Interactive Art 2007	Julien Maire	awarded
Thomas Kessler	Computer Music 1992	jurymember in
Interactive Art 1995	Will Bauer	awarded
Horst Hörtner	cybergeneration-u19 freestyle computing 2003	jurymember in
Net Vision 2006	Sandro Catallo	awarded
Interactive Art 1993	Knowbotic Research	awarded
Interactive Art 1990	Kristi Allik	awarded
Computer Music 1989	Tisma Vojin	awarded
Interactive Art 1997	Arthur Elsenaar	awarded
Machiko Kusahara	Net Vision / Net Excellence 2001	jurymember in
[the next idea] Art and Technology Grant 2007	Jonas Burki	awarded
Computer Animation / Visual Effects 2001	Laetitia Gabrielli	awarded
Mark Dippé	Computer Graphics 1991	jurymember in
Computer Animation / Visual Effects 2000	Ash Brannon	awarded
Interactive Art 2003	Daniel Reichmuth	awarded
Digital Musics 2005	Haruko Mizoguchi	awarded
Computer Animation/Visual Effects 2005	Machine Molle	awarded
Interactive Art 1998	Rob Myers	awarded
Computer Music 1995	Patrick Ascione	awarded
cybergeneration-u19 freestyle computing 2002	Martin Kucera	awarded
Computer Animation / Visual Effects 1998	Ben Stassen	awarded
Gordon Monahan	Digital Musics 2005	jurymember in
Hans Peter Schwarz	Interactive Art 1999	jurymember in
Computer Animation / Visual Effects 2000	Paul Debevec	awarded
Ludger Brümmer	Computer Music 1997	jurymember in
Interactive Art 1996	Kazuhiko Hachiya	awarded
Computer Music 1987	Christian Diendorfer	awarded
Computer Graphics 1993	Radim Vrka	awarded
u19-freestyle computing 2005	Prisca Heim	awarded
Interactive Art 1990	Michael Rodemer	awarded
Interactive Art 2001	Siegfried Canto	awarded
Sirikit Amann	cybergeneration-u19 freestyle computing 1999	jurymember in
Digital Musics 2002	PXP	awarded
Marie-Laure Ryan	Media.Art.Research Award 2008	jurymember in
Net Vision / Net Excellence 2003	Christophe Bruno	awarded
Roger Frank Malina	Computer Graphics 1989	jurymember in
Interactive Art 1994	Christian Möller	awarded
Computer Animation/Visual Effects 2005	Gaëlle Denis	awarded
Saskia Sassen	Statment of the Digital Communities 2008	jurymember in
Computer Music 1997	Matt Heckert	awarded
World Wide Web 1996	Stuart Moulthrop	awarded
Computer Music 1989	Daniel Teruggi	awarded
Computer Animation 1989	Peter Conn	awarded
Digital Musics 2001	Orm Finnendahl	awarded
Digital Musics 2003	Tetuzi Akiyama	awarded
Interactive Art 2004	Amanda Parkes	awarded
Interactive Art 1990	Myron W. Krueger	awarded
Dietmar Offenhuber	Computer Animation/Visual Effects 2005	jurymember in
Net Vision / Net Excellence 2003	LAN	awarded
Yuko Nexus 6	Digital Musics 2005	jurymember in
.net 1997	Alexej Shulgin	awarded
Steve Rogers	Net Vision / Net Excellence 2003	jurymember in
Computer Music 1993	Javier Alvarez	awarded
Interactive Art 1991	Ale Guzzetti	awarded
Computer Animation/Visual Effects 2006	Daisuke Sajiki	awarded
u19-freestyle computing 2005	Hanna Gruber	awarded
Ellen Poon	Computer Animation / Visual Effects 2004	jurymember in
Computer Animation/Visual Effects 2006	Studio FILM BILDER	awarded
Tomoe Moriyama	Net Vision 2005	jurymember in
Computer Animation / VFX / Film 2007	Mathieu Bessudo	awarded
Computer Animation / Visual Effects 1998	Tamás Waliczky	awarded
Digital Musics 2004	Thomas Köner	awarded
Tereza Szente	u19-freestyle computing 2005	jurymember in
Felix Stalder	Media.Art.Research Award 2007	jurymember in
Christopher Lindinger	u19 - freestyle computing 2006	jurymember in
Hybrid Art 2009	Damien Cooper	awarded
Ulrike Gabriel	Interactive Art 2001	jurymember in
Computer Music 1998	Hans Tutschku	awarded
Computer Animation 1990	Diana Walczak	awarded
Computer Animation / Visual Effects 2000	Charlotte Manning	awarded
Curtis Roads	Computer Music 1987	jurymember in
cybergeneration-u19 freestyle computing 1999	Benedikt Schalk	awarded
Sabine Hirtes	Computer Animation / VFX / Film 2007	jurymember in
Digital Musics 2008	Yasuno Miyauchi	awarded
Interactive Art 1992	Martin Spanjaard	awarded
Peter Weibel	Computer Graphics 1993	jurymember in
Computer Music 1992	Catalina Peralta-Caceres	awarded
Computer Animation 1997	Industrial Light & Magic (ILM)	awarded
Dieter Daniels	Media.Art.Research Award 2009	jurymember in
Computer Animation / Visual Effects 1999		awarded
Computer Animation 1988	Daniel Borenstein	awarded
Computer Animation 1996	Arnauld Lamorlette	awarded
Digital Musics 2000	Maryanne Amacher	awarded
Computer Animation / Visual Effects 1998	Tippett Studio	awarded
Interactive Art 2008	Gordan Savicic	awarded
.net 1998	Thomax Kaulmann	awarded
Digital Communities 2005	Catalytic Communities	awarded
Computer Animation / Visual Effects 2000	Timm Osterhold	awarded
Interactive Art 1997	KP Ludwig John	awarded
cybergeneration-u19 freestyle computing 2003	HBLA für künstl. Gestaltung	awarded
u19-freestyle computing 2005	Thomas Müllegger	awarded
Computer Animation/Visual Effects 2005	Yusuke Koyanagi	awarded
Computer Animation 1994	Brenda Laurel	awarded
Interactive Art 1995	Tim Berners-Lee	awarded
Hybrid Art 2009	Peter Gee	awarded
TNC Network	Net Vision / Net Excellence 2001	jurymember in
David Toop	Digital Musics 2005	jurymember in
Interactive Art 1998	Peter Broadwell	awarded
Computer Animation/Visual Effects 2006	Daniel Nocke	awarded
Marcus Schmickler	Digital Musics 2003	jurymember in
Computer Music 1995	Javier Alvarez	awarded
.net 1998	Alison Cornyn	awarded
Derrick de Kerckhove	.net 1999	jurymember in
Digital Musics 2001		awarded
Digital Musics 2008	Ray Lee	awarded
Computer Animation 1995	Demetri Terzopoulos	awarded
Computer Animation / Visual Effects 2003	Cécile de la Dreve	awarded
Computeranimation / Visual Effects 2002	BUF	awarded
cybergeneration-u19 freestyle computing 2003	Sebastian Schreiner	awarded
Interactive Art 2004	Yacine Ait Kaci	awarded
Computer Music 1987	Barry Truax	awarded
Digital Musics 2004	Felix Kubin	awarded
Computer Animation / VFX / Film 2007	Dana Dorian	awarded
Digital Musics 2008	hans w. koch	awarded
Tanja Diezmann	Net Vision / Net Excellence 2001	jurymember in
Net Vision / Net Excellence 2003	Gregor Stehle	awarded
Eva Wohlgemuth	Net Vision 2006	jurymember in
Digital Communities 2007	Johanna Kindvall	awarded
Digital Musics 2003	Mark Wastell	awarded
Michael Naimark	Interactive Art 1995	jurymember in
Rolf Herken	Computer Animation 1992	jurymember in
Digital Musics 2002	Phoenecia	awarded
.net 1998	Shane Carroll	awarded
Digital Musics 2008	Jim Denley	awarded
Computer Animation 1988	Mario Canali	awarded
Oswald Oberhuber	Computer Graphics 1987	jurymember in
Casey Reas	Hybrid Art 2009	jurymember in
Computer Animation 1992	Bériou	awarded
Interactive Art 2002	Young Hay	awarded
Interactive Art 1998	Christian Möller	awarded
Computer Animation 1991	Jason White	awarded
Interactive Art 2004	Jimmy Loizeau	awarded
A. J. Mitchell	Computer Animation 1996	jurymember in
Hiroshi Chida	Computer Animation / Visual Effects 2003	jurymember in
Computer Animation / VFX / Film 2007	Marcin Kobylecki	awarded
Computer Music 1987	Richard Teitelbaum	awarded
Computer Animation / Visual Effects 1999	Peter Miles	awarded
Computer Animation 1992	Karl Sims	awarded
Andy Cameron	Interactive Art 2008	jurymember in
Computer Graphics 1987	Melvin L. Prueitt	awarded
Interactive Art 2002	United Game Artists	awarded
Computer Animation / Film / VFX 2009		awarded
Stephan Pirker	u19 - freestyle computing 2006	jurymember in
A. J. Mitchell	Computer Animation 1997	jurymember in
.net 2000	Ralph Ammer	awarded
Computer Music 1997	Gordon Monro	awarded
Digital Communities 2004	Wikitravel	awarded
Casey Reas	Net Vision / Net Excellence 2003	jurymember in
Interactive Art 2005	Esther Polak	awarded
Golan Levin	Net Vision 2005	jurymember in
Computer Music 1987	Peter Gabriel	awarded
Interactive Art 1994	Wolfgang Krüger	awarded
Computer Animation / Visual Effects 1999	Dietmar Offenhuber	awarded
.net 2000	Reinhold Grether	awarded
Computer Animation / Visual Effects 2003	Siri Melchior	awarded
cybergeneration-u19 freestyle computing 2003	Martin Leonhartsberger	awarded
Digital Musics 2006	Robert Gawlowski	awarded
Computer Animation 1993	Mark Malmberg	awarded
Interactive Art 2003	James Gibson	awarded
.net 1999	Willy Henshall	awarded
Interactive Art 2009	Yuri Suzuki	awarded
Digital Musics 1999	Stefan Betke	awarded
Digital Musics 2005	Scott Arford	awarded
Interactive Art 1994	Michael Girard	awarded
Marie-Luise Angerer	Media.Art.Research Award 2008	jurymember in
Computer Music 1998	Maggi Payne	awarded
Computer Animation/Visual Effects 2005	ILM	awarded
Norman Filz	cybergeneration-u19 freestyle computing 1999	jurymember in
World Wide Web 1995	David Chaum	awarded
Computer Graphics 1987	Joyce Williams	awarded
Computer Animation / Visual Effects 2000	Cornelia Unger	awarded
Naut Humon	Digital Musics 2000	jurymember in
.net 1999	Matt Moller	awarded
u19 – freestyle computing 2009	Tarek Khalifa	awarded
Computer Animation 1987	Larry Cuba	awarded
Digital Musics 2007	Francisco López	awarded
Computer Animation 1988	Franz W. Kluge	awarded
Interactive Art 2008	Norimichi Hirakawa	awarded
Computer Animation/Visual Effects 2006	Christian Volckman	awarded
Interactive Art 1995	Webster Lewin	awarded
Net Vision / Net Excellence 2003	Jared Tarbell	awarded
u19 - freestyle computing 2007	Philipp Hieslmair	awarded
Gustav Pomberger	[the next idea] Art and Technology Grant 2006	jurymember in
Interactive Art 2002	Scott Gibbons	awarded
Net Vision / Net Excellence 2003	Tomi Vollauschek	awarded
Christoph Grunenberg	Media.Art.Research Award 2009	jurymember in
Interactive Art 2001	Gerhard Eckel	awarded
Computer Music 1994	Paul Koonce	awarded
Interactive Art 2005	Mateusz Herczka	awarded
Alejandro Viñao	Computer Music 1990	jurymember in
Interactive Art 2009	Jens Brand	awarded
Interactive Art 1997	Ryuichi Sakamoto	awarded
Net Vision / Net Excellence 2003	FL@33	awarded
Net Vision / Net Excellence 2002	Kenneth Tin-Kin Hung	awarded
Elisabeth Schimana	Digital Musics 2006	jurymember in
cybergeneration-u19 freestyle computing 2003	Sigrun Astrid Fugger	awarded
Computer Animation / Visual Effects 1999	Ray Giarratana	awarded
Net Vision 2004	Marcus Hauer	awarded
.net 2000	Natalie Bookchin	awarded
Interactive Art 1995	Christian Möller	awarded
Computer Animation / Visual Effects 2004	Joe Takayama	awarded
Computer Animation / Visual Effects 1999	Bruce Pukema	awarded
Digital Musics 2000	Carsten Nicolai	awarded
Computer Animation/Visual Effects 2005	Oury Atlan	awarded
Computer Graphics 1994	John Kahrs	awarded
Interactive Art 1995	Michael Saup	awarded
Hybrid Art 2009	Hajime Narukawa	awarded
Net Vision / Net Excellence 2003	Han Hoogerbrugge	awarded
Interactive Art 2004	Hayes Raffles	awarded
Digital Musics 2007	Ilias Mikanaev	awarded
Computer Music 1997	Luigi Ceccarelli	awarded
Andreas Hirsch	Digital Communities 2007	jurymember in
Computer Graphics 1988	David Sherwin	awarded
Computer Animation 1990	Angelica Nascimento	awarded
Alfred Nemeczek	Computer Animation 1988	jurymember in
Computer Graphics 1988	RGB	awarded
Computer Animation 1996	Industrial Light & Magic (ILM)	awarded
Computer Animation/VFX/Film 2008	Mike Raento	awarded
Michael Wahrman	Computer Animation 1996	jurymember in
Computer Animation 1996	Ralph Eggleston	awarded
Hybrid Art 2007	Nurit Bar-Shai	awarded
Computer Animation 1989	PIXAR	awarded
Interactive Art 1993	Mia Zabelka	awarded
cybergeneration-u19 freestyle computing 2000	Markus Zwickl	awarded
Maurice Benayoun	Computer Animation / Visual Effects 1998	jurymember in
Computer Music 1988	Barbara Zawadzka	awarded
Gordon Monahan	Digital Musics 2004	jurymember in
Digital Musics 2002	Marina Rosenfeld	awarded
Digital Musics 2007	Anne Wellmer	awarded
Computer Animation / Visual Effects 1999	PIXAR	awarded
Gerlinde Lang	u19-freestyle computing 2005	jurymember in
Computer Animation/Visual Effects 2006	Studio Soi	awarded
Digital Musics 2004	Zeena Parkins	awarded
Computer Graphics 1987	Chiara Boeri	awarded
Ines Hardtke	Computer Animation / Visual Effects 1999	jurymember in
cybergeneration-u19 freestyle computing 1999	Simon Gaßner	awarded
Computer Animation / Visual Effects 1999	Mass Illusions	awarded
Interactive Art 2006	Michael Stadler	awarded
cybergeneration-u19 freestyle computing 2002	Jona Hoier	awarded
Net Vision / Net Excellence 2001	Paco Manzanares	awarded
Günter Hupfer	cybergeneration-u19 freestyle computing 1998	jurymember in
Digital Communities 2005	Telestreet	awarded
Interactive Art 1996	Scott Sona Snibbe	awarded
Interactive Art 1991	Nola Farman	awarded
u19-freestyle computing 2005	Sebastian Wedl	awarded
Computer Music 1993	Jens Hedman	awarded
Computer Animation/VFX/Film 2008	Julius Popp	awarded
Horst Hörtner	cybergeneration-u19 freestyle computing 2002	jurymember in
World Wide Web 1995	Antonio Muntadas	awarded
Interactive Art 2002	NHK Digital Stadium	awarded
Interactive Art 1997	Webster Lewin	awarded
Interactive Art 2003	Mixed Reality Lab	awarded
Roger Frank Malina	Interactive Art 1990	jurymember in
Computer Animation 1991	Hervé Huitric	awarded
u19 - freestyle computing 2008	Andreas Gerstmayr	awarded
Digital Musics 1999	Noëlle Collet	awarded
u19-freestyle computing 2004	HBLA für künstl. Gestaltung	awarded
Computer Animation 1996	Michel Gondry	awarded
Felix Stalder	Digital Communities 2009	jurymember in
Interactive Art 1994	Pattie Maes	awarded
cybergeneration-u19 freestyle computing 2001		awarded
